Country,Region,Year,Happiness_Score,Suicide_Rate
Myanmar,Asia,2018,4.308,3.582431082
Georgia,Asia,2018,4.34,8.578030292000001
Georgia,Asia,2018,4.34,13.39764501
Malawi,Africa,2018,3.5869999999999997,6.593991006
Sri Lanka,Asia,2018,4.471,20.39885489
Cameroon,Africa,2018,4.975,7.847734737000001
Bulgaria,Europe,2018,4.933,15.59325836
Egypt,Africa,2018,4.419,3.12957183
Yemen,Asia,2018,3.355,4.915500388
Angola,Africa,2018,3.795,6.410745949
Mali,Africa,2018,4.447,4.354384523
Uganda,Africa,2018,4.1610000000000005,5.250317908
Senegal,Africa,2018,4.631,7.402908145
Gabon,Africa,2018,4.758,9.846361155
Niger,Africa,2018,4.166,4.211194814
Cambodia,Asia,2018,4.433,4.788187136
Tanzania,Africa,2018,3.303,5.653494062
Madagascar,Africa,2018,3.7739999999999996,5.705987122000001
Central African Republic,Africa,2018,3.083,11.88102744
Chad,Africa,2018,4.301,6.102042795
Guinea,Africa,2018,3.964,6.522871072999999
Ivory Coast,Africa,2018,4.671,7.6837553089999995
Burkina Faso,Africa,2018,4.4239999999999995,6.963823242
Afghanistan,Asia,2018,3.6319999999999997,4.268398243
Rwanda,Africa,2018,3.408,5.915409723
Benin,Africa,2018,4.141,5.892878256
Syria,Asia,2018,3.4619999999999997,2.144983716
Burundi,Africa,2018,2.905,6.7083349860000006
Togo,Africa,2018,3.9989999999999997,7.510809738
Belize,Americas,2018,5.956,6.679484192
Somalia,Africa,2018,4.982,6.540232538
Namibia,Africa,2018,4.441,11.01607981
South Sudan,Africa,2018,3.2539999999999996,4.471347657
Taiwan,Asia,2018,6.441,18.13105988
Hong Kong,Asia,2018,5.43,
Trinidad and Tobago,Americas,2018,6.192,11.2309819
South Korea,Asia,2018,5.875,27.20544536
Palestinian Territories,Asia,2018,4.743,2.390616024
Congo (Kinshasa),Africa,2018,4.245,6.78138874
Congo (Brazzaville),Africa,2018,4.559,7.906022237999999
Northern Cyprus,Europe,2018,5.835,
North Macedonia,Europe,2018,5.185,9.791581762
Switzerland,Europe,2019,7.48,13.34573636
Iceland,Europe,2019,7.494,10.77909638
Denmark,Europe,2019,7.6,11.50365501
Norway,Europe,2019,7.5539999999999985,10.50124772
Canada,Americas,2019,7.278,12.86569226
Finland,Europe,2019,7.769,15.7778437
Netherlands,Europe,2019,7.487999999999999,11.75756694
Sweden,Europe,2019,7.343,13.38939942
New Zealand,Oceania,2019,7.307,11.39813313
Australia,Oceania,2019,7.228,11.79559025
Israel,Asia,2019,7.138999999999999,5.8568325429999994
Costa Rica,Americas,2019,7.1670000000000025,8.240676618
Austria,Europe,2019,7.246,15.89916725
Mexico,Americas,2019,6.595,6.247223516
United States,Americas,2019,6.892,13.82675786
Brazil,Americas,2019,6.3,6.232308659
Luxembourg,Europe,2019,7.09,11.18832697
Ireland,Europe,2019,7.021,8.866072966
Belgium,Europe,2019,6.922999999999999,19.37026554
United Arab Emirates,Asia,2019,6.825,7.185399052999999
United Kingdom,Europe,2019,7.053999999999999,8.357388918
Venezuela,Americas,2019,4.707,8.229153542999999
Singapore,Asia,2019,6.2620000000000005,8.179022936
Panama,Americas,2019,6.3210000000000015,4.79284493
Germany,Europe,2019,6.985,13.73569523
Chile,Americas,2019,6.444,11.02510332
Qatar,Asia,2019,6.374,4.5887420080000005
France,Europe,2019,6.5920000000000005,16.63563435
Argentina,Americas,2019,6.086,11.14688505
Czech Republic,Europe,2019,6.852,13.90050224
Uruguay,Americas,2019,6.2929999999999975,19.37823075
Colombia,Americas,2019,6.125,5.715860574
Thailand,Asia,2019,6.007999999999999,10.13661118
Saudi Arabia,Asia,2019,6.375,5.0131423669999995
Spain,Europe,2019,6.354,8.168939959
Malta,Europe,2019,6.726,5.488269972
Kuwait,Asia,2019,6.021,3.0494144430000003
El Salvador,Americas,2019,6.252999999999999,8.494026892
Guatemala,Americas,2019,6.436,5.361604103
Uzbekistan,Asia,2019,6.1739999999999995,11.26156892
Slovakia,Europe,2019,6.1979999999999995,12.78553192
Japan,Asia,2019,5.886,19.38615437
Ecuador,Americas,2019,6.028,9.540114739
Bahrain,Asia,2019,6.199,5.35939317
Italy,Europe,2019,6.223,7.154983112
Bolivia,Americas,2019,5.779,6.183599673
Moldova,Europe,2019,5.529,14.89532018
Paraguay,Americas,2019,5.742999999999999,6.167610472000001
Kazakhstan,Asia,2019,5.809,23.24344525
Slovenia,Europe,2019,6.117999999999999,19.76675202
Lithuania,Europe,2019,6.149,30.68074953
Nicaragua,Americas,2019,6.105,5.450697282999999
Peru,Americas,2019,5.697,2.9896458089999998
Belarus,Europe,2019,5.3229999999999995,23.9181743
Poland,Europe,2019,6.182,17.11497435
Malaysia,Asia,2019,5.3389999999999995,5.759854947000001
Croatia,Europe,2019,5.432,16.34295556
Libya,Africa,2019,5.525,5.147626579
Russia,Europe,2019,5.648,26.60913689
Jamaica,Americas,2019,5.89,3.170074748
Cyprus,Europe,2019,6.046,5.076768681
Algeria,Africa,2019,5.211,3.62149513
Kosovo,Europe,2019,6.1,
Turkmenistan,Asia,2019,5.247000000000001,8.660604931
Mauritius,Africa,2019,5.888,8.861079335
Estonia,Europe,2019,5.893,15.85518235
Indonesia,Asia,2019,5.192,2.951314763
Vietnam,Asia,2019,5.175,8.419432484
Turkey,Asia,2019,5.3729999999999976,3.177806939
Kyrgyzstan,Asia,2019,5.261,9.18626313
Nigeria,Africa,2019,5.265,3.709814535
Bhutan,Asia,2019,5.082,5.430715985
Azerbaijan,Asia,2019,5.207999999999998,3.690632346
Pakistan,Asia,2019,5.653,7.894246804
Jordan,Asia,2019,4.9060000000000015,2.235653408
Montenegro,Europe,2019,5.523,18.79843787
China,Asia,2019,5.191,8.522276703
Zambia,Africa,2019,4.107,7.663687025
Romania,Europe,2019,6.07,11.34085558
Serbia,Europe,2019,5.603,17.55133902
Portugal,Europe,2019,5.693,12.74356344
Latvia,Europe,2019,5.94,20.44365667
Philippines,Asia,2019,5.631,4.073917926
Morocco,Africa,2019,5.207999999999998,7.138191534
Mozambique,Africa,2019,4.466,8.264471631000001
Albania,Europe,2019,4.718999999999999,5.591265441
Bosnia and Herzegovina,Europe,2019,5.386,11.08127422
Lesotho,Africa,2019,3.802,35.20047696
Dominican Republic,Americas,2019,5.425,6.170005565
Laos,Asia,2019,4.796,6.003304405
Mongolia,Asia,2019,5.285,17.46200745
Swaziland,Africa,2019,4.212,19.80915862
Greece,Europe,2019,5.287000000000001,4.835323534
Lebanon,Asia,2019,5.197,3.4043832160000003
Hungary,Europe,2019,5.757999999999999,19.66086877
Honduras,Americas,2019,5.86,2.452447373
Tajikistan,Asia,2019,5.4670000000000005,4.888387668
Tunisia,Africa,2019,4.461,3.544899615
Bangladesh,Asia,2019,4.456,4.6246682539999995
Iran,Asia,2019,4.548,4.948816853
Ukraine,Europe,2019,4.332,31.08333885
Iraq,Asia,2019,4.437,4.926771039
South Africa,Africa,2019,4.7219999999999995,14.14743354
Ghana,Africa,2019,4.996,6.549451425
Zimbabwe,Africa,2019,3.6630000000000003,16.00573873
Liberia,Africa,2019,3.975,5.402359315
India,Africa,2019,4.015,14.0458103
Haiti,Americas,2019,3.597,8.199198251
Nepal,Asia,2019,4.913,11.59908592
Ethiopia,Africa,2019,4.2860000000000005,5.255971364
Sierra Leone,Africa,2019,4.374,5.930902606
Mauritania,Africa,2019,4.49,3.8616256630000003
Kenya,Africa,2019,4.5089999999999995,6.28094646
Armenia,Asia,2019,4.559,9.510243666000001
Botswana,Africa,2019,3.488,17.24004788
Myanmar,Asia,2019,4.36,3.5775602660000003
Georgia,Asia,2019,4.519,13.20265508
Georgia,Asia,2019,4.519,8.547278387999999
Malawi,Africa,2019,3.41,6.554052539
Sri Lanka,Asia,2019,4.3660000000000005,20.24741239
Cameroon,Africa,2019,5.044,7.76648026
Bulgaria,Europe,2019,5.011,15.67142247
Egypt,Africa,2019,4.166,3.134458095
Yemen,Asia,2019,3.38,4.952431981
Mali,Africa,2019,4.39,4.320053623
Comoros,Africa,2019,3.9730000000000003,5.723098927000001
Uganda,Africa,2019,4.189,5.269354521
Senegal,Africa,2019,4.681,7.441864731
Gabon,Africa,2019,4.7989999999999995,9.838750885
Niger,Africa,2019,4.628,4.170644491
Cambodia,Asia,2019,4.7,4.730220023
Tanzania,Africa,2019,3.2310000000000003,5.695259916
Madagascar,Africa,2019,3.9330000000000003,5.701920134
Central African Republic,Africa,2019,3.083,11.68937424
Chad,Africa,2019,4.35,6.073794171
Guinea,Africa,2019,4.534,6.367334207000001
Ivory Coast,Africa,2019,4.944,7.488516826000001
Burkina Faso,Africa,2019,4.587,6.809393424
Afghanistan,Asia,2019,3.2030000000000003,4.214477996
Rwanda,Africa,2019,3.3339999999999996,5.982322461
Benin,Africa,2019,4.883,5.86024802
Syria,Asia,2019,3.4619999999999997,2.20583838
Burundi,Africa,2019,3.775,6.700905395
Togo,Africa,2019,4.085,7.458794542000001
Somalia,Africa,2019,4.668,6.51179036
Namibia,Africa,2019,4.638999999999999,10.87340266
South Sudan,Africa,2019,2.853,4.512557494
Gambia,Africa,2019,4.516,5.728857971
Taiwan,Asia,2019,6.4460000000000015,18.19944927
Hong Kong,Asia,2019,5.43,
Trinidad and Tobago,Americas,2019,6.192,11.14598416
South Korea,Asia,2019,5.895,27.29524664
Palestinian Territories,Asia,2019,4.6960000000000015,2.510733814
Congo (Kinshasa),Africa,2019,4.418,6.820482502000001
Congo (Brazzaville),Africa,2019,4.812,8.031614231
Northern Cyprus,Europe,2019,5.718,
North Macedonia,Europe,2019,5.274,9.806702791000001
